impc_parameter_orig_id,parameter_name,parameter_id,param_grouping,procedure_group_id
39022,Blinding  - Immunophenotyping annotation,IMPC_EXD_035_001,,13
39023,Blinding  - Heart weight,IMPC_EXD_036_001,,13
39024,Blinding  - Open field,IMPC_EXD_037_001,,13
39025,Blinding  - Gross pathology collection,IMPC_EXD_038_001,,13
39026,Blinding  - Gross pathology annotation,IMPC_EXD_039_001,,13
39027,Blinding - ECG,IMPC_EXD_040_001,,13
39028,Blinding  - Echo,IMPC_EXD_041_001,,13
39029,Blinding  - Plethysmography,IMPC_EXD_042_001,,13
39030,Blinding  - Adult Lac Z collection,IMPC_EXD_043_001,,13
39031,Blinding  - Adult Lac Z annotation,IMPC_EXD_044_001,,13
39032,Blinding  - Embryo Lac Z collection,IMPC_EXD_045_001,,13
39033,Blinding  - Embryo Lac Z annotation,IMPC_EXD_046_001,,13
39034,Instrumentation effects - Body weight,IMPC_EXD_047_001,,13
39035,Instrumentation effects - Heart weight,IMPC_EXD_048_001,,13
39036,Instrumentation effects - Grip strength,IMPC_EXD_049_001,,13
39037,Instrumentation effects - Acoustic startle,IMPC_EXD_050_001,,13
39038,Instrumentation effects - Calorimetry,IMPC_EXD_051_001,,13
39039,Instrumentation effects - IPGTT,IMPC_EXD_052_001,,13
39040,Instrumentation effects - ABR,IMPC_EXD_053_001,,13
39041,Instrumentation effects - DEXA,IMPC_EXD_054_001,,13
39042,Instrumentation effects - Slit lamp,IMPC_EXD_055_001,,13
39043,Instrumentation effects - Ophthalmoscope,IMPC_EXD_056_001,,13
39044,Instrumentation effects - Hematology,IMPC_EXD_057_001,,13
39045,Instrumentation effects - Clinical chemistry,IMPC_EXD_058_001,,13
39046,Instrumentation effects - Immunophenotyping,IMPC_EXD_059_001,,13
39047,Instrumentation effects - Open field,IMPC_EXD_060_001,,13
39048,Instrumentation effects - ECG,IMPC_EXD_061_001,,13
39049,Instrumentation effects - Echo,IMPC_EXD_062_001,,13
39050,Instrumentation effects - Plethysmography,IMPC_EXD_063_001,,13
39051,Instrumentation effects - Gross pathology,IMPC_EXD_064_001,,13
39052,Instrumentation effects - Insulin,IMPC_EXD_065_001,,13
39053,Instrumentation effects - Embryo Lac Z,IMPC_EXD_066_001,,13
39054,Instrumentation effects - Adult Lac Z,IMPC_EXD_067_001,,13
39055,Instrumentation effects - X-ray,IMPC_EXD_068_001,,13
39056,Operator effects - Body weight,IMPC_EXD_069_001,,13
39057,Operator effects - Open field,IMPC_EXD_070_001,,13
39058,Operator effects - CSD,IMPC_EXD_071_001,,13
39059,Operator effects - Grip strength,IMPC_EXD_072_001,,13
39060,Operator effects - Acoustic startle,IMPC_EXD_073_001,,13
39061,Operator effects - Calorimetry,IMPC_EXD_074_001,,13
39062,Operator effects - IPGTT,IMPC_EXD_075_001,,13
39063,Operator effects - ABR collection,IMPC_EXD_076_001,,13
39064,Operator effects - ABR annotation,IMPC_EXD_077_001,,13
39065,Operator effects - DEXA,IMPC_EXD_078_001,,13
39066,Operator effects - X-ray imaging,IMPC_EXD_079_001,,13
39067,Operator effects - X-ray annotation,IMPC_EXD_080_001,,13
39068,Operator effects - Slit lamp,IMPC_EXD_081_001,,13
39069,Operator effects - Ophthalmoscope,IMPC_EXD_082_001,,13
39070,Operator effects - Hematology,IMPC_EXD_083_001,,13
39071,Operator effects - Clinical chemistry,IMPC_EXD_084_001,,13
39072,Operator effects - Immunophenotyping collection,IMPC_EXD_085_001,,13
39073,Operator effects - Immunophenotyping analysis,IMPC_EXD_086_001,,13
39074,Operator effects - Heart weight,IMPC_EXD_087_001,,13
39075,Operator effects - Gross pathology collection,IMPC_EXD_088_001,,13
39076,Operator effects - Gross pathology annotation,IMPC_EXD_089_001,,13
39077,Operator effects - ECG,IMPC_EXD_090_001,,13
39078,Operator effects - Echo,IMPC_EXD_091_001,,13
39079,Operator effects - Plethysmography,IMPC_EXD_092_001,,13
39080,Operator effects - Insulin,IMPC_EXD_093_001,,13
39081,Operator effects - Embryo Lac Z collection,IMPC_EXD_094_001,,13
39082,Operator effects - Embryo Lac Z annotation,IMPC_EXD_095_001,,13
39083,Operator effects - Adult Lac Z collection,IMPC_EXD_096_001,,13
39084,Operator effects - Adult Lac Z annotation,IMPC_EXD_097_001,,13
39085,Time effects,IMPC_EXD_098_001,,13
39086,Order effects - Body weight,IMPC_EXD_099_001,,13
39087,Order effects - CSD,IMPC_EXD_100_001,,13
39088,Order effects - Grip strength,IMPC_EXD_101_001,,13
39089,Order effects - Acoustic startle,IMPC_EXD_102_001,,13
39090,Order effects - Calorimetry,IMPC_EXD_103_001,,13
39091,Order effects - IPGTT,IMPC_EXD_104_001,,13
39092,Order effects - ABR collection,IMPC_EXD_105_001,,13
39093,Order effects - ABR annotation,IMPC_EXD_106_001,,13
39094,Order effects - DEXA,IMPC_EXD_107_001,,13
39095,Order effects - X-ray imaging,IMPC_EXD_108_001,,13
39096,Order effects - X-ray annotation,IMPC_EXD_109_001,,13
39097,Order effects - Slit lamp,IMPC_EXD_110_001,,13
39098,Order effects - Ophthalmoscope,IMPC_EXD_111_001,,13
39099,Order effects - Hematology,IMPC_EXD_112_001,,13
39100,Order effects - Clinical chemistry,IMPC_EXD_113_001,,13
39101,Order effects - Immunophenotyping,IMPC_EXD_114_001,,13
39102,Order effects - Heart weight,IMPC_EXD_115_001,,13
39103,Order effects - Open field,IMPC_EXD_116_001,,13
39104,Order effects - Gross pathology collection,IMPC_EXD_117_001,,13
39105,Order effects - Gross pathology annotation,IMPC_EXD_118_001,,13
39106,Order effects - ECG,IMPC_EXD_119_001,,13
39107,Order effects - Echo,IMPC_EXD_120_001,,13
39108,Order effects - Plethysmography,IMPC_EXD_121_001,,13
39109,Order effects - Insulin,IMPC_EXD_122_001,,13
39110,Order effects - Embryo Lac Z,IMPC_EXD_123_001,,13
39111,Order effects - Adult Lac Z,IMPC_EXD_124_001,,13
39112,Subject selection - ABR,IMPC_EXD_125_001,,13
39113,Subject selection - Gross pathology,IMPC_EXD_126_001,,13
66104,Gene category,IMPC_VIA_034_001,,52
66105,Male parents genotype,IMPC_VIA_035_001,,52
66106,Female parents genotype,IMPC_VIA_036_001,,52
66107,Litter male parent specimen id,IMPC_VIA_037_001,,52
66108,Litter female parent 1 specimen id,IMPC_VIA_038_001,,52
66109,Litter female parent 2 specimen id,IMPC_VIA_039_001,,52
66110,Litter date of birth,IMPC_VIA_040_001,,52
66111,Number of WT males,IMPC_VIA_041_001,,52
66112,Number of WT females,IMPC_VIA_042_001,,52
66113,Number of heterozygous males,IMPC_VIA_043_001,,52
66114,Number of heterozygous females,IMPC_VIA_044_001,,52
66115,Number of homozygous males,IMPC_VIA_045_001,,52
66116,Number of homozygous females,IMPC_VIA_046_001,,52
66117,Number of hemizygous males,IMPC_VIA_047_001,,52
66118,Number of anzygous females,IMPC_VIA_048_001,,52
66119,Total WT males,IMPC_VIA_049_001,,52
66120,Total WT females,IMPC_VIA_050_001,,52
66121,Total heterozygous males,IMPC_VIA_051_001,,52
66122,Total heterozygous females,IMPC_VIA_052_001,,52
66123,Total homozygous males,IMPC_VIA_053_001,,52
66124,Total homozygous females,IMPC_VIA_054_001,,52
66125,Total of hemizygous males,IMPC_VIA_055_001,,52
66126,Total anzygous females,IMPC_VIA_056_001,,52
66127,Total pups,IMPC_VIA_057_001,,52
66128,Total WTs,IMPC_VIA_058_001,,52
66129,Total heterozygotes,IMPC_VIA_059_001,,52
66130,Total homozygotes,IMPC_VIA_060_001,,52
66131,Total males,IMPC_VIA_061_001,,52
66132,Total females,IMPC_VIA_062_001,,52
66133,Female age earliest start,IMPC_VIA_026_001,,52
66134,Female age oldest end,IMPC_VIA_027_001,,52
66135,Age of pups at genotype,IMPC_VIA_030_001,,52
71972,Homozygous males viability,IMPC_VIA_063_001,,52
71973,Homozygous females viability,IMPC_VIA_064_001,,52
71974,Hemizygous males viability,IMPC_VIA_065_001,,52
71975,Heterozygous animals viability,IMPC_VIA_066_001,,52
71976,Homozygous animals viability,IMPC_VIA_067_001,,52
92576,Embryo Vignette,IMPC_VIA_068_001,,52
47596,Number of signals,IMPC_ECG_001_001,,10
47597,HR,IMPC_ECG_002_001,,10
47598,CV,IMPC_ECG_003_001,,10
47599,RR,IMPC_ECG_004_001,,10
47600,PQ,IMPC_ECG_005_001,,10
47601,PR,IMPC_ECG_006_001,,10
47602,QRS,IMPC_ECG_007_001,,10
47603,ST,IMPC_ECG_008_001,,10
47604,HRV,IMPC_ECG_010_001,,10
47605,QTc Dispersion,IMPC_ECG_011_001,,10
47606,Mean SR amplitude,IMPC_ECG_012_001,,10
47607,Mean R amplitude,IMPC_ECG_013_001,,10
47608,rMSSD,IMPC_ECG_014_001,,10
47609,pNN5(6>ms),IMPC_ECG_015_001,,10
47610,Equipment ID,IMPC_ECG_016_001,,10
47611,Equipment Manufacturer,IMPC_ECG_017_001,,10
47612,Equipment Model,IMPC_ECG_018_001,,10
47613,Anesthetic,IMPC_ECG_019_001,,10
47614,Experimenter ID,IMPC_ECG_020_001,,10
47615,Noise level,IMPC_ECG_021_001,,10
47616,Light level,IMPC_ECG_022_001,,10
47617,Date equipment last calibrated,IMPC_ECG_023_001,,10
47618,QTc,IMPC_ECG_009_002,,10
47619,Analysis Software,IMPC_ECG_024_001,,10
47620,Waveform Image,IMPC_ECG_025_001,,10
47621,Waveform Image Comment,IMPC_ECG_026_001,,10
74751,Lead Configuration,IMPC_ECG_027_001,,10
18988,Body weight,IMPC_DXA_001_001,,4
18989,Fat mass,IMPC_DXA_002_001,,4
18990,Lean mass,IMPC_DXA_003_001,,4
18991,Bone Mineral Density (excluding skull),IMPC_DXA_004_001,,4
18992,Bone Mineral Content (excluding skull),IMPC_DXA_005_001,,4
18993,Body length,IMPC_DXA_006_001,,4
18994,BMC/Body weight,IMPC_DXA_007_001,Weight,4
18995,Lean/Body weight,IMPC_DXA_008_001,Weight,4
18996,Fat/Body weight,IMPC_DXA_009_001,Weight,4
18997,Bone Area,IMPC_DXA_010_001,,4
18998,Equipment ID,IMPC_DXA_011_001,,4
18999,Equipment manufacturer,IMPC_DXA_012_001,,4
19000,Equipment model,IMPC_DXA_013_001,,4
19001,Mouse Status,IMPC_DXA_014_001,,4
19002,Anesthesia,IMPC_DXA_015_001,,4
19003,Experimenter ID,IMPC_DXA_016_001,,4
19004,Date equipment last calibrated,IMPC_DXA_017_001,,4
19005,HAW,IMPC_DXA_018_001,,4
30278,Sodium,IMPC_CBC_001_001,Chemistry,7
30279,Potassium,IMPC_CBC_002_001,,7
30280,Chloride,IMPC_CBC_003_001,Chemistry,7
30281,Urea (Blood Urea Nitrogen - BUN),IMPC_CBC_004_001,Chemistry,7
30282,Creatinine,IMPC_CBC_005_001,Chemistry,7
30283,Total protein,IMPC_CBC_006_001,Chemistry,7
30284,Albumin,IMPC_CBC_007_001,Chemistry,7
30285,Total bilirubin,IMPC_CBC_008_001,,7
30286,Calcium,IMPC_CBC_009_001,Chemistry,7
30287,Phosphorus,IMPC_CBC_010_001,Chemistry,7
30288,Iron,IMPC_CBC_011_001,Chemistry,7
30289,Aspartate aminotransferase,IMPC_CBC_012_001,Chemistry,7
30290,Alanine aminotransferase,IMPC_CBC_013_001,,7
30291,Alkaline phosphatase,IMPC_CBC_014_001,Chemistry,7
30292,Total cholesterol,IMPC_CBC_015_001,Chemistry,7
30293,HDL-cholesterol,IMPC_CBC_016_001,Chemistry,7
30294,Triglycerides,IMPC_CBC_017_001,Chemistry,7
30295,Glucose,IMPC_CBC_018_001,Glucose,7
30296,LIH (Hemolysis Severity - available on AU analysers),IMPC_CBC_019_001,,7
30297,Fructosamine,IMPC_CBC_020_001,,7
30298,Lipase,IMPC_CBC_021_001,,7
30299,Lactate dehydrogenase,IMPC_CBC_022_001,,7
30300,Alpha-amylase,IMPC_CBC_023_001,Chemistry,7
30301,UIBC (unsaturated iron binding capacity),IMPC_CBC_024_001,,7
30302,LDL-cholesterol,IMPC_CBC_025_001,,7
30303,Free fatty acids,IMPC_CBC_026_001,,7
30304,Glycerol,IMPC_CBC_027_001,,7
30305,Creatine kinase,IMPC_CBC_028_001,Chemistry,7
30306,Uric acid,IMPC_CBC_029_001,,7
30307,Ferritin,IMPC_CBC_030_001,,7
30308,Transferrin,IMPC_CBC_031_001,,7
30309,C-reactive protein,IMPC_CBC_032_001,,7
30310,Equipment ID,IMPC_CBC_033_001,,7
30311,Equipment manufacturer,IMPC_CBC_034_001,,7
30312,Equipment model,IMPC_CBC_035_001,,7
30313,Anesthesia used for blood collection,IMPC_CBC_036_001,,7
30314,Method of blood collection,IMPC_CBC_037_001,,7
30315,Anticoagulant,IMPC_CBC_038_001,,7
30316,Samples kept on ice between collection and analysis,IMPC_CBC_042_001,,7
30317,Sample status,IMPC_CBC_043_001,,7
30318,Sample dilution,IMPC_CBC_044_001,,7
30319,ID of blood collection SOP,IMPC_CBC_045_001,,7
30320,Date and time of blood collection,IMPC_CBC_046_001,,7
30321,Hemolysis status,IMPC_CBC_048_001,,7
30322,Blood collection experimenter ID,IMPC_CBC_049_001,,7
30323,Date equipment last calibrated,IMPC_CBC_050_001,,7
30324,Blood collection tubes,IMPC_CBC_039_001,,7
30325,Date and time of sacrifice,IMPC_CBC_040_001,,7
30326,Storage temperature from blood collection till measurement,IMPC_CBC_041_001,,7
30327,Blood analysis experimenter ID,IMPC_CBC_051_001,,7
30328,Glycosilated hemoglobin A1c (HbA1c),IMPC_CBC_052_001,,7
30329,Thyroxine,IMPC_CBC_053_001,,7
30330,Magnesium,IMPC_CBC_054_001,,7
30331,Difficult bleed,IMPC_CBC_055_001,,7
47813,Body weight,IMPC_OWT_001_001,,45
47814,Spleen weight,IMPC_OWT_002_001,Weight,45
47815,Left kidney weight,IMPC_OWT_003_001,,45
47816,Right kidney weight,IMPC_OWT_004_001,,45
47817,Epididymis weight,IMPC_OWT_005_001,,45
47819,Seminal vesicle weight,IMPC_OWT_007_001,,45
47820,Spleen weight to body weight ratio,IMPC_OWT_008_001,,45
47821,Left kidney weight to body weight ratio,IMPC_OWT_009_001,,45
47822,Right kidney weight to body weight ratio,IMPC_OWT_010_001,,45
47824,Epididymis weight to body weight ratio,IMPC_OWT_012_001,,45
47825,Seminal vesicle weight to body weight ratio,IMPC_OWT_013_001,,45
47826,Experimenter ID,IMPC_OWT_014_001,,45
47827,Date of sacrifice,IMPC_OWT_015_001,,45
47828,Method of sacrifice,IMPC_OWT_016_001,,45
47829,Equipment ID,IMPC_OWT_017_001,,45
47830,Date equipment last calibrated,IMPC_OWT_018_001,,45
47831,Equipment manufacturer,IMPC_OWT_019_001,,45
47832,Equipment model,IMPC_OWT_020_001,,45
73974,Left testis weight,IMPC_OWT_021_001,,45
73975,Right testis weight,IMPC_OWT_022_001,,45
73976,Whole liver weight,IMPC_OWT_023_001,,45
73977,Right lung all lobes weight,IMPC_OWT_024_001,,45
73978,Left lung weight,IMPC_OWT_025_001,,45
73979,Left testis weight to body weight ratio,IMPC_OWT_026_001,,45
73980,Right testis weight to body weight ratio,IMPC_OWT_027_001,,45
73981,Whole liver weight to body weight ratio,IMPC_OWT_028_001,,45
73982,Right lung all lobes weight to body weight ratio,IMPC_OWT_029_001,,45
73983,Left lung weight to body weight ratio,IMPC_OWT_030_001,,45
74113,Whole lung weight,IMPC_OWT_031_001,,45
19236,Skull shape,IMPC_XRY_001_001,,54
19237,Zygomatic bone,IMPC_XRY_002_001,,54
19238,Maxilla/Pre-maxilla,IMPC_XRY_003_001,,54
19239,Mandibles,IMPC_XRY_004_001,,54
19240,Teeth,IMPC_XRY_005_001,,54
19241,Scapulae,IMPC_XRY_006_001,,54
19242,Clavicle,IMPC_XRY_007_001,,54
19243,Number of ribs right,IMPC_XRY_008_001,,54
19244,Number of ribs left,IMPC_XRY_009_001,,54
19245,Shape of ribs,IMPC_XRY_010_001,,54
19246,Fusion of ribs,IMPC_XRY_011_001,,54
19247,Pelvis,IMPC_XRY_012_001,,54
19248,Number of cervical vertebrae,IMPC_XRY_013_001,,54
19249,Number of thoracic vertebrae,IMPC_XRY_014_001,,54
19250,Number of lumbar vertebrae,IMPC_XRY_015_001,,54
19251,Number of pelvic vertebrae,IMPC_XRY_016_001,,54
19252,Number of caudal vertebrae,IMPC_XRY_017_001,,54
19253,Shape of vertebrae,IMPC_XRY_018_001,,54
19254,Fusion of vertebrae,IMPC_XRY_019_001,,54
19255,Processes on vertebrae,IMPC_XRY_020_001,,54
19256,Humerus,IMPC_XRY_021_001,,54
19257,Radius,IMPC_XRY_022_001,,54
19258,Ulna,IMPC_XRY_023_001,,54
19259,Femur,IMPC_XRY_024_001,,54
19260,Tibia,IMPC_XRY_025_001,,54
19261,Fibula,IMPC_XRY_026_001,,54
19262,Joints,IMPC_XRY_027_001,,54
19263,Number of digits,IMPC_XRY_028_001,,54
19264,Syndactylism,IMPC_XRY_029_001,,54
19265,Brachydactyly,IMPC_XRY_030_001,,54
19266,Digit integrity,IMPC_XRY_031_001,,54
19267,Comment on XRay image,IMPC_XRY_032_001,,54
19268,Tibia length,IMPC_XRY_033_001,,54
19269,XRay Images Whole Body Dorso Ventral,IMPC_XRY_034_001,,54
19270,Alive,IMPC_XRY_035_001,,54
19271,Xray equipment ID,IMPC_XRY_036_001,,54
19272,Xray equipment manufacturer,IMPC_XRY_037_001,,54
19273,Xray equipment model,IMPC_XRY_038_001,,54
19274,Settings time of exposure,IMPC_XRY_039_001,,54
19275,Settings level,IMPC_XRY_040_001,,54
19276,Experimenter ID (scan),IMPC_XRY_041_001,,54
19277,Experimenter ID (analysis),IMPC_XRY_042_001,,54
19278,Voltage settings,IMPC_XRY_043_001,,54
19279,Scanner equipment ID,IMPC_XRY_044_001,,54
19280,Scanner equipment manufacturer,IMPC_XRY_045_001,,54
19281,Scanner equipment model,IMPC_XRY_046_001,,54
19282,Date Xray equipment last calibrated,IMPC_XRY_047_001,,54
19283,XRay Images Whole Body Lateral Orientation,IMPC_XRY_048_001,,54
19284,XRay Images Forepaw,IMPC_XRY_049_001,,54
19285,XRay Images Skull Lateral Orientation,IMPC_XRY_050_001,,54
19286,XRay Images Skull Dorso Ventral Orientation,IMPC_XRY_051_001,,54
19287,XRay Images Hind Leg and Hip,IMPC_XRY_052_001,,54
19288,Date Scanner equipment last calibrated,IMPC_XRY_053_001,,54
19289,Free Ontology,IMPC_XRY_054_001,,54
19290,Shape of spine,IMPC_XRY_055_001,,54
19291,Scoliosis,IMPC_XRY_056_001,,54
19292,Kyphosis,IMPC_XRY_057_001,,54
19293,Lordosis,IMPC_XRY_058_001,,54
19294,Shape of ribcage,IMPC_XRY_059_001,,54
19295,Transitional vertebrae,IMPC_XRY_060_001,,54
19296,Fusion of processes,IMPC_XRY_061_001,,54
19297,Polysyndactylism,IMPC_XRY_062_001,,54
19298,Cervical processes,IMPC_XRY_063_001,,54
19299,Thoracic processes,IMPC_XRY_064_001,,54
19300,Lumbar processes,IMPC_XRY_065_001,,54
19301,Sacral processes,IMPC_XRY_066_001,,54
19302,Caudal processes,IMPC_XRY_067_001,,54
19303,Missing cranial rib,IMPC_XRY_068_001,,54
57175,Rib morphology,IMPC_XRY_069_001,,54
57176,Cervical vertebrae morphology,IMPC_XRY_070_001,,54
57177,Thoracic vertebrae morphology,IMPC_XRY_071_001,,54
57178,Lumbar vertebrae morphology,IMPC_XRY_072_001,,54
57179,Pelvic vertebrae morphology,IMPC_XRY_073_001,,54
57180,Caudal vertebrae morphology,IMPC_XRY_074_001,,54
40004,Placenta Development,IMPC_GPL_001_001,,27
40005,Placenta Morphology,IMPC_GPL_002_001,,27
40006,Placenta Vasculature,IMPC_GPL_003_001,,27
40007,Placenta Size,IMPC_GPL_004_001,,27
40008,Umbilical cord morphology,IMPC_GPL_005_001,,27
40009,Comment on image,IMPC_GPL_006_001,,27
40010,Images,IMPC_GPL_007_001,,27
40011,Experimenter ID,IMPC_GPL_008_001,,27
40012,Equipment ID,IMPC_GPL_009_001,,27
40013,Equipment Manufacturer,IMPC_GPL_010_001,,27
40014,Equipment Model,IMPC_GPL_011_001,,27
40015,Fixative,IMPC_GPL_012_001,,27
40016,Time of Dissection,IMPC_GPL_013_001,,27
40017,Somite Stage,IMPC_GPL_014_001,,27
40018,Time of dark cycle start,IMPC_GPL_015_001,,27
40019,Time of dark cycle end,IMPC_GPL_016_001,,27
40020,Date equipment last calibrated,IMPC_GPL_017_001,,27
47968,Brain - MPATH diagnostic term,IMPC_HIS_001_001,,31
47969,Brain - Free text diagnostic term,IMPC_HIS_002_001,,31
47970,Brain - MPATH process term,IMPC_HIS_003_001,,31
47971,Brain - Severity score,IMPC_HIS_004_001,,31
47972,Brain - Descriptor PATO,IMPC_HIS_005_001,,31
47973,Brain - Description,IMPC_HIS_006_001,,31
47974,Eye with optic nerve - MPATH diagnostic term,IMPC_HIS_007_001,,31
47975,Eye with optic nerve - Free text diagnostic term,IMPC_HIS_008_001,,31
47976,Eye with optic nerve - MPATH process term,IMPC_HIS_009_001,,31
47977,Eye with optic nerve - Severity score,IMPC_HIS_010_001,,31
47978,Eye with optic nerve - Descriptor PATO,IMPC_HIS_011_001,,31
47979,Eye with optic nerve - Description,IMPC_HIS_012_001,,31
47980,Spinal cord - MPATH diagnostic term,IMPC_HIS_013_001,,31
47981,Spinal cord - Free text diagnostic term,IMPC_HIS_014_001,,31
47982,Spinal cord - MPATH process term,IMPC_HIS_015_001,,31
47983,Spinal cord - Severity score,IMPC_HIS_016_001,,31
47984,Spinal cord - Descriptor PATO,IMPC_HIS_017_001,,31
47985,Spinal cord - Description,IMPC_HIS_018_001,,31
47986,Thymus - MPATH diagnostic term,IMPC_HIS_019_001,,31
47987,Thymus - Free text diagnostic term,IMPC_HIS_020_001,,31
47988,Thymus - MPATH process term,IMPC_HIS_021_001,,31
47989,Thymus - Severity score,IMPC_HIS_022_001,,31
47990,Thymus - Descriptor PATO,IMPC_HIS_023_001,,31
47991,Thymus - Description,IMPC_HIS_024_001,,31
47992,Thyroid - MPATH diagnostic term,IMPC_HIS_025_001,,31
47993,Thyroid - Free text diagnostic term,IMPC_HIS_026_001,,31
47994,Thyroid - MPATH process term,IMPC_HIS_027_001,,31
47995,Thyroid - Severity score,IMPC_HIS_028_001,,31
47996,Thyroid - Descriptor PATO,IMPC_HIS_029_001,,31
47997,Thyroid - Description,IMPC_HIS_030_001,,31
47998,Heart - MPATH diagnostic term,IMPC_HIS_031_001,,31
47999,Heart - Free text diagnostic term,IMPC_HIS_032_001,,31
48000,Heart - MPATH process term,IMPC_HIS_033_001,,31
48001,Heart - Severity score,IMPC_HIS_034_001,,31
48002,Heart - Descriptor PATO,IMPC_HIS_035_001,,31
48003,Heart - Description,IMPC_HIS_036_001,,31
48004,Trachea - MPATH diagnostic term,IMPC_HIS_037_001,,31
48005,Trachea - Free text diagnostic term,IMPC_HIS_038_001,,31
48006,Trachea - MPATH process term,IMPC_HIS_039_001,,31
48007,Trachea - Severity score,IMPC_HIS_040_001,,31
48008,Trachea - Descriptor PATO,IMPC_HIS_041_001,,31
48009,Trachea - Description,IMPC_HIS_042_001,,31
48010,Esophagus - MPATH diagnostic term,IMPC_HIS_043_001,,31
48011,Esophagus - Free text diagnostic term,IMPC_HIS_044_001,,31
48012,Esophagus - MPATH process term,IMPC_HIS_045_001,,31
48013,Esophagus - Severity score,IMPC_HIS_046_001,,31
48014,Esophagus - Descriptor PATO,IMPC_HIS_047_001,,31
48015,Esophagus - Description,IMPC_HIS_048_001,,31
48016,Lung - MPATH diagnostic term,IMPC_HIS_049_001,,31
48017,Lung - Free text diagnostic term,IMPC_HIS_050_001,,31
48018,Lung - MPATH process term,IMPC_HIS_051_001,,31
48019,Lung - Severity score,IMPC_HIS_052_001,,31
48020,Lung - Descriptor PATO,IMPC_HIS_053_001,,31
48021,Lung - Description,IMPC_HIS_054_001,,31
48022,Liver - MPATH diagnostic term,IMPC_HIS_055_001,,31
48023,Liver - Free text diagnostic term,IMPC_HIS_056_001,,31
48024,Liver - MPATH process term,IMPC_HIS_057_001,,31
48025,Liver - Severity score,IMPC_HIS_058_001,,31
48026,Liver - Descriptor PATO,IMPC_HIS_059_001,,31
48027,Liver - Description,IMPC_HIS_060_001,,31
48028,Gall bladder - MPATH diagnostic term,IMPC_HIS_061_001,,31
48029,Gall bladder - Free text diagnostic term,IMPC_HIS_062_001,,31
48030,Gall bladder - MPATH process term,IMPC_HIS_063_001,,31
48031,Gall bladder - Severity score,IMPC_HIS_064_001,,31
48032,Gall bladder - Descriptor PATO,IMPC_HIS_065_001,,31
48033,Gall bladder - Description,IMPC_HIS_066_001,,31
48034,Stomach - MPATH diagnostic term,IMPC_HIS_067_001,,31
48035,Stomach - Free text diagnostic term,IMPC_HIS_068_001,,31
48036,Stomach - MPATH process term,IMPC_HIS_069_001,,31
48037,Stomach - Severity score,IMPC_HIS_070_001,,31
48038,Stomach - Descriptor PATO,IMPC_HIS_071_001,,31
48039,Stomach - Description,IMPC_HIS_072_001,,31
48040,Small intestine - MPATH diagnostic term,IMPC_HIS_073_001,,31
48041,Small intestine - Free text diagnostic term,IMPC_HIS_074_001,,31
48042,Small intestine - MPATH process term,IMPC_HIS_075_001,,31
48043,Small intestine - Severity score,IMPC_HIS_076_001,,31
48044,Small intestine - Descriptor PATO,IMPC_HIS_077_001,,31
48045,Small intestine - Description,IMPC_HIS_078_001,,31
48046,Large intestine - MPATH diagnostic term,IMPC_HIS_079_001,,31
48047,Large intestine - Free text diagnostic term,IMPC_HIS_080_001,,31
48048,Large intestine - MPATH process term,IMPC_HIS_081_001,,31
48049,Large intestine - Severity score,IMPC_HIS_082_001,,31
48050,Large intestine - Descriptor PATO,IMPC_HIS_083_001,,31
48051,Large intestine - Description,IMPC_HIS_084_001,,31
48052,Pancreas - MPATH diagnostic term,IMPC_HIS_085_001,,31
48053,Pancreas - Free text diagnostic term,IMPC_HIS_086_001,,31
48054,Pancreas - MPATH process term,IMPC_HIS_087_001,,31
48055,Pancreas - Severity score,IMPC_HIS_088_001,,31
48056,Pancreas - Descriptor PATO,IMPC_HIS_089_001,,31
48057,Pancreas - Description,IMPC_HIS_090_001,,31
48058,Spleen - MPATH diagnostic term,IMPC_HIS_091_001,,31
48059,Spleen - Free text diagnostic term,IMPC_HIS_092_001,,31
48060,Spleen - MPATH process term,IMPC_HIS_093_001,,31
48061,Spleen - Severity score,IMPC_HIS_094_001,,31
48062,Spleen - Descriptor PATO,IMPC_HIS_095_001,,31
48063,Spleen - Description,IMPC_HIS_096_001,,31
48064,Kidney - MPATH diagnostic term,IMPC_HIS_097_001,,31
48065,Kidney - Free text diagnostic term,IMPC_HIS_098_001,,31
48066,Kidney - MPATH process term,IMPC_HIS_099_001,,31
48067,Kidney - Severity score,IMPC_HIS_100_001,,31
48068,Kidney - Descriptor PATO,IMPC_HIS_101_001,,31
48069,Kidney - Description,IMPC_HIS_102_001,,31
48070,Adrenal gland - MPATH diagnostic term,IMPC_HIS_103_001,,31
48071,Adrenal gland - Free text diagnostic term,IMPC_HIS_104_001,,31
48072,Adrenal gland - MPATH process term,IMPC_HIS_105_001,,31
48073,Adrenal gland - Severity score,IMPC_HIS_106_001,,31
48074,Adrenal gland - Descriptor PATO,IMPC_HIS_107_001,,31
48075,Adrenal gland - Description,IMPC_HIS_108_001,,31
48076,Mammary gland - MPATH diagnostic term,IMPC_HIS_109_001,,31
48077,Mammary gland - Free text diagnostic term,IMPC_HIS_110_001,,31
48078,Mammary gland - MPATH process term,IMPC_HIS_111_001,,31
48079,Mammary gland - Severity score,IMPC_HIS_112_001,,31
48080,Mammary gland - Descriptor PATO,IMPC_HIS_113_001,,31
48081,Mammary gland - Description,IMPC_HIS_114_001,,31
