"DO Disease ID	DO Disease Name	OMIM IDs	Mouse MGI ID",,,,
"0110120	Axenfeld-Rieger syndrome type 1	180500	96136",,,,
"0110120	Axenfeld-Rieger syndrome type 1	180500	3851244",,,,
"0110122	Axenfeld-Rieger syndrome type 3	602482	88180",,,,
"0050655	Bamforth-Lazarus syndrome	241850	1353500",,,,
"0110123	Bardet-Biedl syndrome 1	209900	1277215",,,,
"0110132	Bardet-Biedl syndrome 10	615987	1919019",,,,
"0110138	Bardet-Biedl syndrome 16	615993	1924066",,,,
"0110139	Bardet-Biedl syndrome 17	615994	1934860",,,,
"0110140	Bardet-Biedl syndrome 18	615995	1913610",,,,
"0110124	Bardet-Biedl syndrome 2	615981	2135267",,,,
"0110125	Bardet-Biedl syndrome 3	600151	1927136",,,,
"0110126	Bardet-Biedl syndrome 4	615982	2143311",,,,
"0110127	Bardet-Biedl syndrome 5	615983	1919819",,,,
"0110128	Bardet-Biedl syndrome 6	605231	1891836",,,,
"0110130	Bardet-Biedl syndrome 8	615985	1923510",,,,
"9206	Barretts esophagus	614266	5308011",,,,
"0050476	Barth syndrome	302060	95541",,,,
"0050476	Barth syndrome	302060	96968",,,,
"0050476	Barth syndrome	302060	109626",,,,
"0110142	Bartter disease type 1	601678	103150",,,,
"0110143	Bartter disease type 2	241200	1927248",,,,
"0110144	Bartter disease type 3	607364	1930643",,,,
"0110145	Bartter disease type 4a	602522	2153465",,,,
"0060230	basal ganglia calcification	114100|213600|615007|615483	97851",,,,
"0060230	basal ganglia calcification	114100|213600|615007|615483	97531",,,,
"0060230	basal ganglia calcification	114100|213600|615007|615483	2140300",,,,
"0050660	Beare-Stevenson cutis gyrata syndrome	123790	95523",,,,
"9883	Becker muscular dystrophy	300376	94909",,,,
"5572	Beckwith-Wiedemann syndrome	130650	104564",,,,
"5572	Beckwith-Wiedemann syndrome	130650	98388",,,,
"5572	Beckwith-Wiedemann syndrome	130650	3655814",,,,
"14264	benign neonatal seizures	121200|121201|269720	1336181",,,,
"14264	benign neonatal seizures	121200|121201|269720	1309503",,,,
"2217	Bernard-Soulier syndrome	231200	1333744",,,,
"2217	Bernard-Soulier syndrome	231200	107852",,,,
"0050662	bestrophinopathy	611809	1346332",,,,
"3633	beta-mannosidosis	248510	88175",,,,
"12241	beta thalassemia	613985	96020",,,,
"12241	beta thalassemia	613985	7384456",,,,
"12241	beta thalassemia	613985	96021",,,,
"12241	beta thalassemia	613985	1342771",,,,
"0050663	Bethlem myopathy	158810	88459",,,,
"0090106	BH4-deficient hyperphenylalaninemia A	261640	1338783",,,,
"0112225	BH4-deficient hyperphenylalaninemia B	233910	95675",,,,
"0050664	Bietti crystalline corneoretinal dystrophy	210370	2142763",,,,
"13608	biliary atresia	210500	107543",,,,
"856	biotinidase deficiency	253260	1347001",,,,
"0050659	biotin-responsive basal ganglia disease	607483	1931307",,,,
"0111079	birdshot chorioretinopathy	605808	5428680",,,,
"0050676	Birt-Hogg-Dube syndrome	135150	2442184",,,,
"0080174	bladder exstrophy	600057	1330810",,,,
"14778	""blepharophimosis", ptosis," and epicanthus inversus syndrome""	110100	5439421",,
"14778	""blepharophimosis", ptosis," and epicanthus inversus syndrome""	110100	1349428",,
"12305	Bloch-Sulzberger syndrome	308300	1099438",,,,
"12305	Bloch-Sulzberger syndrome	308300	1338074",,,,
"2717	Bloom syndrome	210900	1915751",,,,
"2717	Bloom syndrome	210900	1328362",,,,
"0050679	blue cone monochromacy	303700	1097692",,,,
"0050681	Borjeson-Forssman-Lehmann syndrome	301900	1918248",,,,
"0112226	Bosch-Boonstra-Schaaf optic atrophy syndrome	615722	1352451",,,,
"0050683	Bothnia retinal dystrophy	607475	97930",,,,
"0050684	Bowen-Conradi syndrome	211180	1315195",,,,
"0110964	brachydactyly type A1	112500	96533",,,,
"0110977	brachydactyly type A1C	615072	95688",,,,
"0110965	brachydactyly type A2	112600	95688",,,,
"0110970	brachydactyly type C	113100	95688",,,,
"0090143	brachyolmia-amelogenesis imperfecta syndrome	601216	1101355",,,,
"0090125	brain small vessel disease 1	175780	88454",,,,
"0090126	branched-chain keto acid dehydrogenase kinase deficiency	614923	1276121",,,,
"1612	breast cancer	114480	3039527",,,,
"1612	breast cancer	114480	102709",,,,
"1612	breast cancer	114480	104537",,,,
"1612	breast cancer	114480	3039528",,,,
"1612	breast cancer	114480	88192",,,,
"1612	breast cancer	114480	5698355",,,,
"1612	breast cancer	114480	5524079",,,,
"1612	breast cancer	114480	3511876",,,,
"1612	breast cancer	114480	5524143",,,,
"1612	breast cancer	114480	5526970",,,,
"1612	breast cancer	114480	5527315",,,,
"1612	breast cancer	114480	104042",,,,
"1612	breast cancer	114480	3513809",,,,
"1612	breast cancer	114480	2146156",,,,
"1612	breast cancer	114480	3761162",,,,
"1612	breast cancer	114480	3621177",,,,
"1612	breast cancer	114480	5604886",,,,
"1612	breast cancer	114480	5604890",,,,
"1612	breast cancer	114480	1890060",,,,
"1612	breast cancer	114480	1930203",,,,
"1612	breast cancer	114480	3614259",,,,
"1612	breast cancer	114480	2179991",,,,
"1612	breast cancer	114480	98834",,,,
"1612	breast cancer	114480	5524078",,,,
"1612	breast cancer	114480	3614258",,,,
"1612	breast cancer	114480	3836146",,,,
"1612	breast cancer	114480	88039",,,,
"1612	breast cancer	114480	5524076",,,,
"1612	breast cancer	114480	4361015",,,,
"1612	breast cancer	114480	95410",,,,
"1612	breast cancer	114480	2679594",,,,
"1612	breast cancer	114480	103063",,,,
"1612	breast cancer	114480	1328361",,,,
"1612	breast cancer	114480	4835245",,,,
"1612	breast cancer	114480	98953",,,,
"1612	breast cancer	114480	4835246",,,,
"1612	breast cancer	114480	5637740",,,,
"1612	breast cancer	114480	109337",,,,
"1612	breast cancer	114480	4835247",,,,
"1612	breast cancer	114480	4835248",,,,
"1612	breast cancer	114480	4835249",,,,
"1612	breast cancer	114480	4835250",,,,
"1612	breast cancer	114480	4835251",,,,
"1612	breast cancer	114480	1206581",,,,
"1612	breast cancer	114480	4835252",,,,
"1612	breast cancer	114480	4835253",,,,
"1612	breast cancer	114480	4835254",,,,
"1612	breast cancer	114480	4835255",,,,
"1612	breast cancer	114480	4835256",,,,
"1612	breast cancer	114480	4835257",,,,
"1612	breast cancer	114480	4838054",,,,
"1612	breast cancer	114480	1352467",,,,
"1612	breast cancer	114480	5013908",,,,
"1612	breast cancer	114480	96079",,,,
"1612	breast cancer	114480	1929640",,,,
"1612	breast cancer	114480	5296681",,,,
"1612	breast cancer	114480	5524077",,,,
"1612	breast cancer	114480	5824242",,,,
"1612	breast cancer	114480	5805221",,,,
"1612	breast cancer	114480	5428744",,,,
"1612	breast cancer	114480	5775595",,,,
"1612	breast cancer	114480	5762985",,,,
"1612	breast cancer	114480	3040886",,,,
"1612	breast cancer	114480	97250",,,,
"1612	breast cancer	114480	3040315",,,,
"1612	breast cancer	114480	3037894",,,,
"1612	breast cancer	114480	3039368",,,,
"1612	breast cancer	114480	96969",,,,
"1612	breast cancer	114480	3039388",,,,
"1612	breast cancer	114480	5432253",,,,
"1612	breast cancer	114480	3039532",,,,
"14775	brittle cornea syndrome 1	229200	2684868",,,,
"0060231	Bruck syndrome	259450|609220	1347007",,,,
"0110218	Brugada syndrome 1	601144	98251",,,,
"0110224	Brugada syndrome 7	613120	1918882",,,,
"0060693	Brunner Syndrome	300615	96915",,,,
"0060877	bullous congenital ichthyosiform erythroderma	146800	96699",,,,
"11211	buphthalmos	231300	88590",,,,
"11211	buphthalmos	231300	98880",,,,
"11211	buphthalmos	231300	1347466",,,,
"8584	Burkitt lymphoma	113970	97250",,,,
"8584	Burkitt lymphoma	113970	2448238",,,,
"8584	Burkitt lymphoma	113970	2673278",,,,
"0111035	CADASIL 1	125310	99460",,,,
"0111035	CADASIL 1	125310	4429554",,,,
"0050463	campomelic dysplasia	114290	98371",,,,
"4997	Camurati-Engelmann disease	131300|606631	104554",,,,
"3613	Canavan disease	271900	87914",,,,
"3613	Canavan disease	271900	98352",,,,
"9280	carbamoyl phosphate synthetase I deficiency disease	237300	891996",,,,
"0061116	Carey-Fineman-Ziter syndrome 2	619941	3649059",,,,
"0050471	Carney complex	160980|605244|608837	4843140",,,,
"0050471	Carney complex	160980|605244|608837	104878",,,,
"0090129	carnitine palmitoyltransferase I deficiency	255120	1098296",,,,
"0061098	Carpenter syndrome 1	201000	99833",,,,
"0090128	Carvajal syndrome	605676	109611",,,,
"83	cataract	601371	88442",,,,
"83	cataract	601371	104698",,,,
"83	cataract	601371	5582276",,,,
"83	cataract	601371	96399",,,,
"83	cataract	601371	96305",,,,
"83	cataract	601371	87872",,,,
"83	cataract	601371	104990",,,,
"83	cataract	601371	2152879",,,,
"83	cataract	601371	2387466",,,,
"83	cataract	601371	97387",,,,
"83	cataract	601371	87996",,,,
"83	cataract	601371	1916380",,,,
"83	cataract	601371	97490",,,,
"83	cataract	601371	95391",,,,
"83	cataract	601371	107542",,,,
"83	cataract	601371	88525",,,,
"83	cataract	601371	88521",,,,
"83	cataract	601371	1336155",,,,
"83	cataract	601371	88040",,,,
"83	cataract	601371	88048",,,,
"83	cataract	601371	88272",,,,
"83	cataract	601371	98533",,,,
"83	cataract	601371	1913283",,,,
"83	cataract	601371	2443101",,,,
"83	cataract	601371	98266",,,,
"0110258	cataract 10 multiple types	600881	88518",,,,
"0110253	cataract 14 multiple types	601885	95714",,,,
"0110251	cataract 15 multiple types	615274	96990",,,,
"0110250	cataract 16 multiple types	613763	88516",,,,
"0110263	cataract 19 multiple types	615277	104698",,,,
"0110263	cataract 19 multiple types	615277	3606781",,,,
"0110231	cataract 1 multiple types	116200	99953",,,,
"0110240	cataract 20 multiple types	116100	1298216",,,,
"0110256	cataract 21 multiple types	610202	96909",,,,
"0110235	cataract 2 multiple types	604307	88523",,,,
"0110235	cataract 2 multiple types	604307	88524",,,,
"0110235	cataract 2 multiple types	604307	5313497",,,,
"0110248	cataract 30	116300	4365645",,,,
"0110248	cataract 30	116300	98932",,,,
"0110236	cataract 39 multiple types	615188	88522",,,,
"0110269	cataract 3 multiple types	601547	88519",,,,
"0110234	cataract 4 multiple types	115700	88524",,,,
"0110255	cataract 5 multiple types	116800	5810680",,,,
"0110255	cataract 5 multiple types	116800	1347058",,,,
"0110229	cataract 6 multiple types	116600	95278",,,,
"0110266	cataract 9 multiple types	604219	88515",,,,
"0060675	catecholaminergic polymorphic ventricular tachycardia 1	604772	99685",,,,
"0060676	catecholaminergic polymorphic ventricular tachycardia 2	611938	1309469",,,,
"0081122	Catel Manzke syndrome	616145	1923605",,,,
"0060694	Cayman type cerebellar ataxia	601238	2448730",,,,
"0060337	CEDNIK syndrome	609528	1914724",,,,
"0081030	central conducting lymphatic anomaly	617300	104611",,,,
"0112309	central precocious puberty 2	615346	2181178",,,,
"0111742	cerebellar ataxia type 42	616795	1201678",,,,
"0060670	cerebral cavernous malformation 2	603284	2384924",,,,
"0060671	cerebral cavernous malformation 3	603285	1928396",,,,
"0050800	cerebral creatine deficiency syndrome 1	300352	2147834",,,,
"0111248	cerebrocostomandibular syndrome	117650	98342",,,,
"0050729	Chanarin-Dorfman syndrome	275630	1914719",,,,
"0110163	Charcot-Marie-Tooth disease axonal type 2F	606595	5285196",,,,
"0110167	Charcot-Marie-Tooth disease axonal type 2K	607831	1338002",,,,
"0110175	Charcot-Marie-Tooth disease axonal type 2O	614228	103147",,,,
"0110169	Charcot-Marie-Tooth disease axonal type 2P	614436	2684789",,,,
"0110170	Charcot-Marie-Tooth disease axonal type 2Q	615025	2445096",,,,
"0110171	Charcot-Marie-Tooth disease axonal type 2S	616155	99954",,,,
"0110181	Charcot-Marie-Tooth disease axonal type 2Z	616688	1921772",,,,
"0110199	Charcot-Marie-Tooth disease dominant intermediate C	608323	2147627",,,,
"0110203	Charcot-Marie-Tooth disease recessive intermediate D	616039	103099",,,,
"0110148	Charcot-Marie-Tooth disease type 1A	118220	2388171",,,,
"0110148	Charcot-Marie-Tooth disease type 1A	118220	5817403",,,,
"0110148	Charcot-Marie-Tooth disease type 1A	118220	4819407",,,,
"0110148	Charcot-Marie-Tooth disease type 1A	118220	97631",,,,
"0110148	Charcot-Marie-Tooth disease type 1A	118220	2388307",,,,
"0110148	Charcot-Marie-Tooth disease type 1A	118220	3794527",,,,
"0110148	Charcot-Marie-Tooth disease type 1A	118220	5779545",,,,
"0110152	Charcot-Marie-Tooth disease type 1B	118200	2388151",,,,
"0110152	Charcot-Marie-Tooth disease type 1B	118200	2388150",,,,
"0110152	Charcot-Marie-Tooth disease type 1B	118200	5824050",,,,
"0110152	Charcot-Marie-Tooth disease type 1B	118200	5824051",,,,
"0110152	Charcot-Marie-Tooth disease type 1B	118200	103177",,,,
"0110152	Charcot-Marie-Tooth disease type 1B	118200	2388149",,,,
"0110151	Charcot-Marie-Tooth disease type 1C	601098	1929512",,,,
"0110151	Charcot-Marie-Tooth disease type 1C	601098	5478740",,,,
"0110153	Charcot-Marie-Tooth disease type 1E	118300	97631",,,,
"0110154	Charcot-Marie-Tooth disease type 2A1	118210	108426",,,,
"0110155	Charcot-Marie-Tooth disease type 2A2A	609260	2442230",,,,
"0110155	Charcot-Marie-Tooth disease type 2A2A	609260	5476532",,,,
"0110155	Charcot-Marie-Tooth disease type 2A2A	609260	4440921",,,,
"0110155	Charcot-Marie-Tooth disease type 2A2A	609260	6198712",,,,
"0110159	Charcot-Marie-Tooth disease type 2B	600882	105068",,,,
"0110156	Charcot-Marie-Tooth disease type 2B1	605588	96794",,,,
"0110164	Charcot-Marie-Tooth disease type 2D	601472	2449057",,,,
"0110165	Charcot-Marie-Tooth disease type 2E	607684	4819092",,,,
"0110165	Charcot-Marie-Tooth disease type 2E	607684	97313",,,,
"0110165	Charcot-Marie-Tooth disease type 2E	607684	5140990",,,,
"0050540	Charcot-Marie-Tooth disease type 3	145900	103177",,,,
"0050540	Charcot-Marie-Tooth disease type 3	145900	5824054",,,,
"0050540	Charcot-Marie-Tooth disease type 3	145900	5824053",,,,
"0050540	Charcot-Marie-Tooth disease type 3	145900	97631",,,,
"0110191	Charcot-Marie-Tooth disease type 4B1	601382	1924366",,,,
"0110190	Charcot-Marie-Tooth disease type 4B2	604563	1921831",,,,
"0110194	Charcot-Marie-Tooth disease type 4B3	615284	1925230",,,,
"0110183	Charcot-Marie-Tooth disease type 4C	601596	2444417",,,,
"0110186	Charcot-Marie-Tooth disease type 4D	601455	1341799",,,,
"0110195	Charcot-Marie-Tooth disease type 4E	605253	95296",,,,
"0110192	Charcot-Marie-Tooth disease type 4H	609311	2183747",,,,
"0110184	Charcot-Marie-Tooth disease type 4J	611228	5014373",,,,
"0110184	Charcot-Marie-Tooth disease type 4J	611228	2143585",,,,
"0080068	Charcot-Marie-Tooth disease type 6	601152|616505	1914703",,,,
"0110209	Charcot-Marie-Tooth disease X-linked dominant 1	302800	95719",,,,
"0050834	CHARGE syndrome	214800	2448567",,,,
"0050834	CHARGE syndrome	214800	98834",,,,
"0050834	CHARGE syndrome	214800	2444748",,,,
"0050946	Charlevoix-Saguenay spastic ataxia	270550	1337008",,,,
"0050946	Charlevoix-Saguenay spastic ataxia	270550	1354724",,,,
"0060563	Char syndrome	169100	104672",,,,
"2935	Chediak-Higashi syndrome	214500	107448",,,,
"1856	cherubism 1	118400	1346349",,,,
"0110915	childhood hypophosphatasia	241510	87983",,,,
"1949	cholecystitis	600803	97569",,,,
"0060644	chondrodysplasia-pseudohermaphroditism syndrome	600092	2444681",,,,
"0112224	chondrodysplasia with joint dislocations gPAPP type	614078	1915720",,,,
"0050766	choreaacanthocytosis	200150	2444304",,,,
"9821	choroideremia	303100	892979",,,,
"2626	choroid plexus papilloma	260500	3038694",,,,
"0060825	Christianson syndrome	300243	2443511",,,,
"0060389	chromosome 10q23 deletion syndrome	612242	5473819",,,,
"0060389	chromosome 10q23 deletion syndrome	612242	1338938",,,,
"0060394	chromosome 15q13.3 microdeletion syndrome	612001	2158505",,,,
"0060394	chromosome 15q13.3 microdeletion syndrome	612001	6150621",,,,
"0060394	chromosome 15q13.3 microdeletion syndrome	612001	5908014",,,,
"0060404	chromosome 17q12 deletion syndrome	614527	7490276",,,,
"0060434	chromosome 17q21.31 duplication syndrome	613533	6342924",,,,
"0060410	chromosome 1p36 deletion syndrome	607872	109239",,,,
"0060410	chromosome 1p36 deletion syndrome	607872	1196251",,,,
"0060412	chromosome 1q41-q42 deletion syndrome	612530	2138319",,,,
"0060413	""chromosome 22q11.2 deletion syndrome"," distal""	611867	6729273",,,
"0060413	""chromosome 22q11.2 deletion syndrome"," distal""	611867	2677647",,,
"0060437	chromosome 22q13 duplication syndrome	615538	5516001",,,,
"0060732	chromosome 9p deletion syndrome	158170	2670972",,,,
"1040	chronic lymphocytic leukemia	109543|151400|609630|612557|612558|612559	5571365",,,,
"1040	chronic lymphocytic leukemia	109543|151400|609630|612557|612558|612559	3841582",,,,
"1040	chronic lymphocytic leukemia	109543|151400|609630|612557|612558|612559	4437007",,,,
"1040	chronic lymphocytic leukemia	109543|151400|609630|612557|612558|612559	4820815",,,,
"1040	chronic lymphocytic leukemia	109543|151400|609630|612557|612558|612559	4850006",,,,
"1040	chronic lymphocytic leukemia	109543|151400|609630|612557|612558|612559	4850028",,,,
"1040	chronic lymphocytic leukemia	109543|151400|609630|612557|612558|612559	5305081",,,,
"1040	chronic lymphocytic leukemia	109543|151400|609630|612557|612558|612559	5315448",,,,
"8552	chronic myeloid leukemia	608232	1891700",,,,
"8552	chronic myeloid leukemia	608232	893598",,,,
"8552	chronic myeloid leukemia	608232	3621056",,,,
"8552	chronic myeloid leukemia	608232	3834459",,,,
"8552	chronic myeloid leukemia	608232	3834460",,,,
"8552	chronic myeloid leukemia	608232	3834478",,,,
"8552	chronic myeloid leukemia	608232	107576",,,,
"8552	chronic myeloid leukemia	608232	1914167",,,,
"0060645	chronic recurrent multifocal osteomyelitis	259680	1335088",,,,
"0060357	chylomicron retention disease	246700	99887",,,,
"0060357	chylomicron retention disease	246700	1913647",,,,
"0090029	CINCA Syndrome	607115	2653833",,,,
"0080313	cleft palate-lateral synechia syndrome	119550	6110824",,,,
"0080313	cleft palate-lateral synechia syndrome	119550	88180",,,,
"0110214	cleft soft palate	119570	98729",,,,
"13994	cleidocranial dysplasia	119600|216330	88291",,,,
"13994	cleidocranial dysplasia	119600|216330	99829",,,,
"13994	cleidocranial dysplasia	119600|216330	99851",,,,
"14693	Clouston syndrome	129500	107588",,,,
"0080351	CLOVES syndrome	612918	1206581",,,,
"11836	clubfoot	119800	2671601",,,,
"11836	clubfoot	119800	97902",,,,
"11836	clubfoot	119800	1350931",,,,
"11836	clubfoot	119800	3522251",,,,
"11836	clubfoot	119800	1921303",,,,
"11836	clubfoot	119800	2385368",,,,
"11836	clubfoot	119800	94863",,,,
"11836	clubfoot	119800	97628",,,,
"11836	clubfoot	119800	88415",,,,
"11836	clubfoot	119800	107374",,,,
"11836	clubfoot	119800	1341070",,,,
"3783	Coffin-Lowry syndrome	303600	104557",,,,
"0070042	Coffin-Siris syndrome 1	135900	1926129",,,,
"0111590	Cohen syndrome	216550	1916380",,,,
"12270	coloboma	120200|120300|216820	7780154",,,,
"12270	coloboma	120200|120300|216820	97307",,,,
"12270	coloboma	120200|120300|216820	7748783",,,,
"12270	coloboma	120200|120300|216820	7779607",,,,
"9256	colorectal cancer	114500	88039",,,,
"9256	colorectal cancer	114500	103038",,,,
"9256	colorectal cancer	114500	4459071",,,,
"0111330	combined saposin deficiency	611721	97783",,,,
"8354	complement component 3 deficiency	613779	88227",,,,
"0090138	complex cortical dysplasia with other brain malformations 4	615412	101834",,,,
"0090132	complex cortical dysplasia with other brain malformations 7	610031	1920960",,,,
"0080101	Compton-North congenital myopathy	612540	105980",,,,
"0080314	cone-rod dystrophy 14	602093	4430103",,,,
"0111022	cone-rod dystrophy 16	614500	1914407",,,,
"0111024	cone-rod dystrophy 18	615374	1917285",,,,
"0111025	cone-rod dystrophy 19	615860	6794091",,,,
"0111005	cone-rod dystrophy 2	120970	1194883",,,,
"0081447	cone-rod dystrophy 21	616502	1914421",,,,
"0081448	cone-rod dystrophy 22	619531	1916202",,,,
"0111013	cone-rod dystrophy 3	604116	109424",,,,
"0111011	cone-rod dystrophy 6	601777	5908881",,,,
"0111011	cone-rod dystrophy 6	601777	105123",,,,
"0111011	cone-rod dystrophy 6	601777	5908880",,,,
"0111020	cone-rod dystrophy 9	612775	105376",,,,
"0050811	congenital adrenal hyperplasia	201710|201810|201910|202010|202110	102760",,,,
"0050811	congenital adrenal hyperplasia	201710|201810|201910|202010|202110	88583",,,,
"2236	congenital afibrinogenemia	202400	95526",,,,
"0112359	""congenital anomalies of kidney and urinary tract syndrome with or without hearing loss", abnormal ears," or developmental delay""	617641	97495",,
"11367	congenital aphakia	610256	1353569",,,,
"0111066	congenital bile acid synthesis defect 5	616278	1349216",,,,
"0060731	congenital central hypoventilation syndrome	209880	1100882",,,,
"0060731	congenital central hypoventilation syndrome	209880	1351209",,,,
"0060646	congenital chylothorax	603523	101762",,,,
"0060646	congenital chylothorax	603523	104756",,,,
"3827	congenital diaphragmatic hernia	142340|222400|610187	96828",,,,
"3827	congenital diaphragmatic hernia	142340|222400|610187	104719",,,,
"3827	congenital diaphragmatic hernia	142340|222400|610187	5429771",,,,
"3827	congenital diaphragmatic hernia	142340|222400|610187	1334444",,,,
"3827	congenital diaphragmatic hernia	142340|222400|610187	1098239",,,,
"3827	congenital diaphragmatic hernia	142340|222400|610187	95664",,,,
"3827	congenital diaphragmatic hernia	142340|222400|610187	1315202",,,,
"3827	congenital diaphragmatic hernia	142340|222400|610187	104807",,,,
"3827	congenital diaphragmatic hernia	142340|222400|610187	98369",,,,
"3827	congenital diaphragmatic hernia	142340|222400|610187	98968",,,,
"3827	congenital diaphragmatic hernia	142340|222400|610187	97530",,,,
"3827	congenital diaphragmatic hernia	142340|222400|610187	3576010",,,,
"3827	congenital diaphragmatic hernia	142340|222400|610187	2670972",,,,
"3827	congenital diaphragmatic hernia	142340|222400|610187	1352452",,,,
"0060776	congenital diarrhea 5 with tufting enteropathy	613217	106653",,,,
"0070253	congenital disorder of glycosylation type IIa	212066	2384966",,,,
"0070255	congenital disorder of glycosylation type IIc	266265	2443301",,,,
"0111135	congenital generalized lipodystrophy type 1	608594	1914762",,,,
"0111136	congenital generalized lipodystrophy type 2	269700	3028849",,,,
"0111136	congenital generalized lipodystrophy type 2	269700	97747",,,,
"0111136	congenital generalized lipodystrophy type 2	269700	1298392",,,,
"0111138	congenital generalized lipodystrophy type 4	613327	1277968",,,,
"0112247	""congenital heart defects", dysmorphic facial features," and intellectual developmental disorder""	617360	1916812",,
"0060649	congenital hereditary endothelial dystrophy of cornea	217700	2138987",,,,
"0112014	congenital megabladder	618719	2137495",,,,
"0110636	congenital merosin-deficient muscular dystrophy 1A	607855	99912",,,,
"0050557	congenital muscular dystrophy	254100	88461",,,,
"0110639	congenital muscular dystrophy due to integrin alpha-7 deficiency	613204	102700",,,,
"0110640	congenital muscular dystrophy due to LMNA mutation	613205	96794",,,,
"0110668	congenital myasthenic syndrome 10	254300	3584043",,,,
"0110675	congenital myasthenic syndrome 11	616326	99422",,,,
"0110660	congenital myasthenic syndrome 12	610542	95698",,,,
"0110673	congenital myasthenic syndrome 19	616720	1277201",,,,
"0110666	congenital myasthenic syndrome 3A	616321	5694342",,,,
"0110666	congenital myasthenic syndrome 3A	616321	87893",,,,
"0110678	congenital myasthenic syndrome 4A	605809	87894",,,,
"0110678	congenital myasthenic syndrome 4A	605809	5468689",,,,
"0110679	congenital myasthenic syndrome 4C	608931	87894",,,,
"0110667	congenital myasthenic syndrome 5	603034	1338761",,,,
"0110671	congenital myasthenic syndrome 6	254210	88392",,,,
"0110657	congenital myasthenic syndrome 8	615120	87961",,,,
"0110670	congenital myasthenic syndrome 9	616325	103581",,,,
"3529	congenital myopathy 1A	117000	99659",,,,
"0080991	congenital myopathy 1B	255320	99659",,,,
"2861	congenital nonspherocytic hemolytic anemia	206300|206400	95797",,,,
"0111077	congenital nonspherocytic hemolytic anemia 2	266200	97604",,,,
"0111790	congenital nystagmus 1	310700	2686379",,,,
"0060296	congenital secretory chloride diarrhea 1	214700	107181",,,,
"0110870	congenital stationary night blindness 1A	310500	2448607",,,,
"0110865	congenital stationary night blindness 1B	257270	1351343",,,,
"0110867	congenital stationary night blindness 1C	613216	1330305",,,,
"0110868	congenital stationary night blindness 1D	613830	2384871",,,,
"0110869	congenital stationary night blindness 1E	614565	2443409",,,,
"0110864	congenital stationary night blindness 1F	615058	2685267",,,,
"0110871	congenital stationary night blindness 2A	300071	1859639",,,,
"0110862	congenital stationary night blindness autosomal dominant 1	610445	5441372",,,,
"0110862	congenital stationary night blindness autosomal dominant 1	610445	97914",,,,
"0110863	congenital stationary night blindness autosomal dominant 2	163500	97525",,,,
"0060445	congenital stromal corneal dystrophy	610048	5298092",,,,
"0060445	congenital stromal corneal dystrophy	610048	94872",,,,
"0060287	cornea plana	121400|217300	1202398",,,,
"0080505	Cornelia de Lange syndrome 1	122470	1913976",,,,
"0080507	Cornelia de Lange syndrome 3	610759	1339795",,,,
"0080509	Cornelia de Lange syndrome 5	300882	1917565",,,,
"3393	coronary artery disease	300464|607339|608316|608318|608320|610947|611139|612030|614293	1100508",,,,
"0090130	cortical dysplasia-focal epilepsy syndrome	610042	1914047",,,,
"0090030	corticosteroid-binding globulin deficiency	611489	88278",,,,
"0090140	cortisone reductase deficiency 2	614662	103562",,,,
"0050469	Costello syndrome	218040	96224",,,,
"0050657	Cowden syndrome 1	158350	109583",,,,
"14737	craniofrontonasal syndrome	304110	102708",,,,
"2340	craniosynostosis	182212|600593	3762247",,,,
"2340	craniosynostosis	182212|600593	1270862",,,,
"2340	craniosynostosis	182212|600593	97169",,,,
"2340	craniosynostosis	182212|600593	1926369",,,,
"2340	craniosynostosis	182212|600593	6257846",,,,
"2340	craniosynostosis	182212|600593	3762248",,,,
"0112340	craniotubular dysplasia Ikegawa type	619727	1916027",,,,
"11949	Creutzfeldt-Jakob disease	123400	97769",,,,
"11949	Creutzfeldt-Jakob disease	123400	5428332",,,,
"11949	Creutzfeldt-Jakob disease	123400	3836987",,,,
"3803	Crigler-Najjar syndrome	218800	3785283",,,,
"2339	Crouzon syndrome	123500	1276118",,,,
"2339	Crouzon syndrome	123500	95523",,,,
"11383	cryptorchidism	219050	108427",,,,
"13271	cutaneous porphyria	263700	98917",,,,
"0090142	cystathioninuria	219500	1339968",,,,
"1485	cystic fibrosis	219700	88388",,,,
"1485	cystic fibrosis	219700	3605470",,,,
"1485	cystic fibrosis	219700	104696",,,,
"1064	cystinosis	219750|219800|219900	1932872",,,,
"9266	cystinuria	220100	1195264",,,,
"9266	cystinuria	220100	1353656",,,,
"2785	Dandy-Walker syndrome	220200	106683",,,,
"2785	Dandy-Walker syndrome	220200	107201",,,,
"2785	Dandy-Walker syndrome	220200	1891217",,,,
"0050437	Danon disease	300257	96748",,,,
"0090031	D-bifunctional protein deficiency	261515	105089",,,,
"0050757	deafness-dystonia-optic neuronopathy syndrome	304700	1353433",,,,
"0111576	dehydrated hereditary stomatocytosis 1	194380	3603204",,,,
"0060162	dentatorubral-pallidoluysian atrophy	125370	4360678",,,,
"0060162	dentatorubral-pallidoluysian atrophy	125370	4360676",,,,
"0060162	dentatorubral-pallidoluysian atrophy	125370	3831324",,,,
"0060162	dentatorubral-pallidoluysian atrophy	125370	3834567",,,,
"0060162	dentatorubral-pallidoluysian atrophy	125370	3831323",,,,
"0050699	Dent disease	300009|300555	99486",,,,
"701	dentin dysplasia	125400|125420	3828144",,,,
"701	dentin dysplasia	125400|125420	2443733",,,,
"4154	dentinogenesis imperfecta	125490|125500	109172",,,,
